date,0,1,2,3,4,5,6,OT
1990/1/1 0:00,0.7855,1.611,0.861698,0.634196,0.211242,0.0068379999999999995,0.525486,0.593
1990/1/2 0:00,0.7818,1.61,0.8611040000000001,0.633513,0.211242,0.006862999999999999,0.523972,0.594
1990/1/3 0:00,0.7867,1.6293,0.86103,0.648508,0.211242,0.006975,0.526316,0.5973
1990/1/4 0:00,0.7859999999999999,1.6369999999999998,0.8620690000000001,0.650618,0.211242,0.006953,0.523834,0.597
1990/1/5 0:00,0.7849,1.653,0.8619950000000001,0.656254,0.211242,0.006940000000000001,0.5274260000000001,0.5985
1990/1/6 0:00,0.7866,1.6537,0.86103,0.654879,0.211242,0.006887000000000001,0.526177,0.604
1990/1/7 0:00,0.7886,1.662,0.8628870000000001,0.661157,0.211242,0.006885,0.527565,0.607
1990/1/8 0:00,0.7909999999999999,1.6568,0.8643040000000001,0.6596310000000001,0.211242,0.006878,0.527565,0.6084
1990/1/9 0:00,0.7939,1.6695,0.8642299999999999,0.6691199999999999,0.211242,0.006878,0.528123,0.6115
1990/1/10 0:00,0.7894,1.6569999999999998,0.858369,0.659413,0.211242,0.006874,0.528123,0.609
1990/1/11 0:00,0.7917,1.6495,0.859107,0.663702,0.211242,0.006873000000000001,0.529381,0.612
1990/1/12 0:00,0.7941,1.6445,0.8537520000000001,0.6585449999999999,0.211242,0.006843999999999999,0.529101,0.614
1990/1/13 0:00,0.7935,1.6465,0.848176,0.660284,0.211242,0.006866,0.5327649999999999,0.6106
1990/1/14 0:00,0.7954,1.639,0.845309,0.652742,0.211242,0.006829000000000001,0.5320560000000001,0.6118
1990/1/15 0:00,0.7751,1.649,0.8488959999999999,0.66313,0.211242,0.006845,0.53135,0.6052
1990/1/16 0:00,0.7622,1.655,0.843526,0.668226,0.211242,0.006881,0.533049,0.5915
1990/1/17 0:00,0.7583,1.6572,0.839983,0.6720430000000001,0.211242,0.006924,0.532623,0.5945
1990/1/18 0:00,0.7605,1.6569999999999998,0.837591,0.667557,0.211242,0.006976,0.534188,0.5928
